"station_european_code","component_caption","statistics_year","statistics_average_group","statistic_shortname","statistic_value","station_european_code","country_iso_code","country_name","station_city","longitude","latitude","altitude"
"FR18035","O3",2012,"day","P50",43.792,"FR18035","FR","France","SALOUËL",2.239806,49.868889,30
"FR10025","O3",2012,"day","P50",53.292,"FR10025","FR","France","SANGATTE",1.76894,50.9499,2
"FR02021","O3",2012,"day","P50",64.174,"FR02021","FR","France","SAUSSET-LES-PINS",5.117778,43.331389,17
"FR30028","O3",2012,"day","P50",76.292,"FR30028","FR","France","XONRUPT-LONGEMER",7.011114,48.051117,1200
"FR01018","O3",2012,"day","P50",46.917,"FR01018","FR","France","SCY-CHAZELLES",6.122775,49.107503,170
"FR07029","O3",2012,"day","P50",69.583,"FR07029","FR","France","SEMBADEL",3.687917,45.274725,1060
"FR19008","O3",2012,"day","P50",56.458,"FR19008","FR","France","GUIPRY",-1.836667,47.831944,30
"FR22014","O3",2012,"day","P50",55.792,"FR22014","FR","France","SPICHEREN",6.957444,49.195389,338
"FR09103","O3",2012,"day","P50",47.625,"FR09103","FR","France","ANGOULÊME",0.167167,45.647417,83
"FR14042","O3",2012,"day","P50",48.773,"FR14042","FR","France","SAINT-DIZIER",4.966111,48.645836,147
"FR08712","O3",2012,"day","P50",76.042,"FR08712","FR","France","SAINT-ESTEVE",2.839872,42.719833,61
"FR33302","O3",2012,"day","P50",51.792,"FR33302","FR","France","SAINT-GERMAIN-SUR-RHONE",5.820833,46.072222,477
"FR34014","O3",2012,"day","P50",54.542,"FR34014","FR","France","SAINT-JEAN-DE-BRAYE",1.966347,47.918078,111
"FR15038","O3",2012,"day","P50",38.042,"FR15038","FR","France","SAINT-MARTIN-D'HERES",5.7531,45.1828,219
"FR10041","O3",2012,"day","P50",43,"FR10041","FR","France","SAINT-OMER",2.254722,50.748333,16
"FR18053","O3",2012,"day","P50",43.375,"FR18053","FR","France","AMIENS",2.3046,49.9025,28
"FR10007","O3",2012,"day","P50",38.458,"FR10007","FR","France","SAINT-POL-SUR-MER",2.335556,51.033058,3
"FR02023","O3",2012,"day","P50",63.217,"FR02023","FR","France","SAINT-RÉMY-DE-PROVENCE",4.833333,43.788333,60
"FR05010","O3",2012,"day","P50",55.833,"FR05010","FR","France","SAINT-ROMAIN-DE-COLBOSC",0.358733,49.528928,117
"FR28022","O3",2012,"day","P50",46.208,"FR28022","FR","France","SAINT-LAURENT-BLANGY",2.807369,50.308864,90
"FR30023","O3",2012,"day","P50",46.227,"FR30023","FR","France","SAINT-NICOLAS-DE-PORT",6.304828,48.633339,210
"FR19081","O3",2012,"day","P50",58.917,"FR19081","FR","France","SAINT-MALO",-1.994167,48.654997,10
"FR12053","O3",2012,"day","P50",56.542,"FR12053","FR","France","CASTRES",2.23,43.610556,183
"FR26019","O3",2012,"day","P50",49.667,"FR26019","FR","France","AUXERRE",3.576389,47.800556,96
"FR26007","O3",2012,"day","P50",51.25,"FR26007","FR","France","DIJON",5.046944,47.341389,251
"FR38012","O3",2012,"day","P50",27.333,"FR38012","FR","France","SAINT-PIERRE",55.471928,-21.342914,5
"FR38016","O3",2012,"day","P50",40.217,"FR38016","FR","France","LE TAMPON",55.582619,-21.204814,1601
"FR26010","O3",2012,"day","P50",58.208,"FR26010","FR","France","DAIX",5.002222,47.345553,350
"FR26012","O3",2012,"day","P50",63.417,"FR26012","FR","France","SAINT-BRISSON",4.098333,47.275,620
"FR26017","O3",2012,"day","P50",49.417,"FR26017","FR","France","NEVERS",3.170833,46.996669,178
"FR26005","O3",2012,"day","P50",52.458,"FR26005","FR","France","DIJON",5.066111,47.308056,255
"FR26016","O3",2012,"day","P50",50.25,"FR26016","FR","France","SENS",3.277222,48.200556,67
"FR26002","O3",2012,"day","P50",50.833,"FR26002","FR","France","DIJON",5.02,47.304164,241
"FR22054","O3",2012,"day","P50",49.304,"FR22054","FR","France","FORBACH",6.910867,49.187419,233
"FR02024","O3",2012,"day","P50",69.826,"FR02024","FR","France","SAINTES-MARIES-DE-LA-MER",4.426667,43.457222,2
"FR31002","O3",2012,"day","P50",55.417,"FR31002","FR","France","TALENCE",-0.588056,44.800556,20
"FR33414","O3",2012,"day","P50",95.375,"FR33414","FR","France","TERMIGNON",6.849756,45.261733,2405
"FR20037","O3",2012,"day","P50",40.857,"FR20037","FR","France","TERNAY",4.8022,45.6019,235
"FR33260","O3",2012,"day","P50",67,"FR33260","FR","France","THONON-LES-BAINS",6.484722,46.374444,425
"FR03063","O3",2012,"day","P50",49.75,"FR03063","FR","France","TOULON",5.929328,43.122814,2
"FR03062","O3",2012,"day","P50",50.625,"FR03062","FR","France","TOULON",5.9277,43.127397,15
"FR04319","O3",2012,"day","P50",38.583,"FR04319","FR","France","TREMBLAY-EN-FRANCE",2.575278,48.955553,65
"FR35006","O3",2012,"day","P50",46.583,"FR35006","FR","France","TULLE",1.76,45.26,264
"FR01020","O3",2012,"day","P50",41.167,"FR01020","FR","France","THIONVILLE",6.156942,49.358336,154
"FR01021","O3",2012,"day","P50",44.5,"FR01021","FR","France","THIONVILLE",6.201392,49.394444,151
"FR01019","O3",2012,"day","P50",46.542,"FR01019","FR","France","THIONVILLE",6.160831,49.368611,156
"FR30024","O3",2012,"day","P50",49.217,"FR30024","FR","France","TOMBLAINE",6.221456,48.688383,217
"FR05082","O3",2012,"day","P50",55.917,"FR05082","FR","France","TOUQUES",0.109253,49.348,45
"FR34026","O3",2012,"day","P50",51.75,"FR34026","FR","France","CHANCEAUX-SUR-CHOISILLE",0.716944,47.469444,107
"FR15114","O3",2012,"day","P50",76.391,"FR15114","FR","France","ORNON",5.695878,44.788164,762
"FR03037","O3",2012,"day","P50",51.458,"FR03037","FR","France","LA PENNE-SUR-HUVEAUNE",5.512092,43.283133,72
"FR09002","O3",2012,"day","P50",35.318,"FR09002","FR","France","LA ROCHELLE",-1.186286,46.163003,13
"FR20046","O3",2012,"day","P50",44.458,"FR20046","FR","France","VAULX-EN-VELIN",4.924919,45.778906,173
"FR12025","O3",2012,"day","P50",27.458,"FR12025","FR","France","TARBES",0.0675,43.233889,305
"FR20068","O3",2012,"day","P50",40.167,"FR20068","FR","France","TRÉVOUX",4.796111,45.936275,179
"FR20061","O3",2012,"day","P50",30.125,"FR20061","FR","France","VILLEFRANCHE-SUR-SAONE",4.719281,45.986383,204
"FR04100","O3",2012,"day","P50",40,"FR04100","FR","France","VILLEMOMBLE",2.507222,48.881947,85
"FR36001","O3",2012,"day","P50",52.583,"FR36001","FR","France","PORTES-LÈS-VALENCE",4.876289,44.870244,109
"FR36002","O3",2012,"day","P50",50.522,"FR36002","FR","France","VALENCE",4.893481,44.933514,125
"FR07018","O3",2012,"day","P50",50.625,"FR07018","FR","France","VALS-PRÈS-LE-PUY",3.876083,45.030111,650
"FR19031","O3",2012,"day","P50",56.273,"FR19031","FR","France","VANNES",-2.758197,47.656711,17
"FR19033","O3",2012,"day","P50",56.333,"FR19033","FR","France","VANNES",-2.763889,47.648889,17
"FR41024","O3",2012,"day","P50",85.333,"FR41024","FR","France","VENACO",9.190019,42.2361,655
"FR34038","O3",2012,"day","P50",53.208,"FR34038","FR","France","VERNEUIL",2.610806,46.814719,180
"FR13014","O3",2012,"day","P50",46.5,"FR13014","FR","France","VESOUL",6.157611,47.62,217
"FR27004","O3",2012,"day","P50",38.875,"FR27004","FR","France","VIENNE",4.875408,45.525972,160
"FR34034","O3",2012,"day","P50",52.333,"FR34034","FR","France","VIERZON",2.073772,47.221928,115
"FR34021","O3",2012,"day","P50",48.542,"FR34021","FR","France","LA VILLE-AUX-DAMES",0.764083,47.381911,49
"FR18049","O3",2012,"day","P50",47.75,"FR18049","FR","France","CHAUNY",3.223342,49.613108,45
"FR02019","O3",2012,"day","P50",62.043,"FR02019","FR","France","VITROLLES",5.244303,43.457222,110
"FR15018","O3",2012,"day","P50",46.208,"FR15018","FR","France","FONTAINE",5.58942,45.360176,290
"FR22017","O3",2012,"day","P50",54.217,"FR22017","FR","France","VOLMUNSTER",7.381747,49.125975,349
"FR16302","O3",2012,"day","P50",63.333,"FR16302","FR","France","GRANDFONTAINE",7.130725,48.493794,754
"FR16031","O3",2012,"day","P50",60.792,"FR16031","FR","France","LA PETITE-PIERRE",7.315158,48.85695,340
"FR04324","O3",2012,"day","P50",46.958,"FR04324","FR","France","SAINTS",3.058333,48.761667,120
"FR04158","O3",2012,"day","P50",51.583,"FR04158","FR","France","FRÉMAINVILLE",1.866381,49.063086,122
"FR04048","O3",2012,"day","P50",49.75,"FR04048","FR","France","SAINT-MARTIN-DU-TERTRE",2.343889,49.100278,140
"FR04142","O3",2012,"day","P50",52.522,"FR04142","FR","France","MONTGÉ-EN-GOËLE",2.750278,49.028056,162
"FR04322","O3",2012,"day","P50",50.542,"FR04322","FR","France","PRUNAY-LE-TEMPLE",1.6767,48.8603,98
"FR04328","O3",2012,"day","P50",48.75,"FR04328","FR","France","FONTAINEBLEAU",2.646667,48.354444,127
"FR04038","O3",2012,"day","P50",52.083,"FR04038","FR","France","SONCHAMP",1.883333,48.581944,152
"FR04066","O3",2012,"day","P50",50.333,"FR04066","FR","France","BOIS-HERPIN",2.236944,48.364167,134
"FR09302","O3",2012,"day","P50",56.25,"FR09302","FR","France","VILLIERS-EN-BOIS",-0.396042,46.143172,93
"FR21035","O3",2012,"day","P50",52.542,"FR21035","FR","France","CHERBOURG-OCTEVILLE",-1.626667,49.636389,8
"FR09003","O3",2012,"day","P50",53,"FR09003","FR","France","LA ROCHELLE",-1.153603,46.162556,10
"GB0729A","O3",2012,"day","P50",41.583,"GB0729A","GB","United Kingdom","ABERDEEN",-2.094278,57.15736,5
"GB0031R","O3",2012,"day","P50",62.917,"GB0031R","GB","United Kingdom","",-3.034178,52.50385,370
"GB0048R","O3",2012,"day","P50",56.25,"GB0048R","GB","United Kingdom","",-3.2429,55.79216,260
"GB0681A","O3",2012,"day","P50",41.167,"GB0681A","GB","United Kingdom","BARNSLEY",-1.510436,53.56292,100
"GB0567A","O3",2012,"day","P50",40.833,"GB0567A","GB","United Kingdom","BELFAST",-5.928833,54.59965,10
"GB1013A","O3",2012,"day","P50",38.818,"GB1013A","GB","United Kingdom","BIRMINGHAM",-1.83,52.437172,10
"GB0851A","O3",2012,"day","P50",36.083,"GB0851A","GB","United Kingdom","BIRMINGHAM",-1.830569,52.511719,93
"GB0960A","O3",2012,"day","P50",28.833,"GB0960A","GB","United Kingdom","BIRMINGHAM",-1.830583,52.511722,93
"GB0882A","O3",2012,"day","P50",55.25,"GB0882A","GB","United Kingdom","BLACKPOOL",-3.007175,53.80489,15
"GB0032R","O3",2012,"day","P50",48.083,"GB0032R","GB","United Kingdom","BOTTESFORD",-0.814722,52.93028,32
"GB0741A","O3",2012,"day","P50",52.5,"GB0741A","GB","United Kingdom","BOURNEMOUTH",-1.826744,50.73957,30
"GB0860A","O3",2012,"day","P50",51.75,"GB0860A","GB","United Kingdom","BRIGHTON",-0.147572,50.840836,10
"GB0884A","O3",2012,"day","P50",41.917,"GB0884A","GB","United Kingdom","BRISTOL",-2.584482,51.462839,15
"GB0033R","O3",2012,"day","P50",60.333,"GB0033R","GB","United Kingdom","",-3.205782,55.862281,180
"GB0737A","O3",2012,"day","P50",44,"GB0737A","GB","United Kingdom","CANTERBURY",1.098061,51.27399,35
"GB0580A","O3",2012,"day","P50",39.833,"GB0580A","GB","United Kingdom","CARDIFF",-3.17625,51.48178,12
"GB0957A","O3",2012,"day","P50",53.75,"GB0957A","GB","United Kingdom","",-2.68345,51.05625,54
"GB0739A","O3",2012,"day","P50",42.083,"GB0739A","GB","United Kingdom","COVENTRY",-1.519612,52.394399,95
"GB0744A","O3",2012,"day","P50",34.583,"GB0744A","GB","United Kingdom","CWMBRAN",-3.006953,51.6538,71
"GB0673A","O3",2012,"day","P50",47.333,"GB0673A","GB","United Kingdom","LONDONDERRY",-7.329115,55.001225,32
"GB0839A","O3",2012,"day","P50",49.25,"GB0839A","GB","United Kingdom","EDINBURGH",-3.182186,55.945589,81
"GB0002R","O3",2012,"day","P50",50.917,"GB0002R","GB","United Kingdom","",-3.206873,55.313342,269
"GB0640A","O3",2012,"day","P50",37,"GB0640A","GB","United Kingdom","EXETER",-3.532465,50.725083,43
"GB0885A","O3",2012,"day","P50",53.5,"GB0885A","GB","United Kingdom","",-5.101102,56.82266,5
"GB0051A","O3",2012,"day","P50",51.667,"GB0051A","GB","United Kingdom","GIBRALTAR",-5.35028,36.112778,50
"GB0641A","O3",2012,"day","P50",39.167,"GB0641A","GB","United Kingdom","GLASGOW",-4.255161,55.85773,5
"GB0034R","O3",2012,"day","P50",39.417,"GB0034R","GB","United Kingdom","LIVERPOOL",-2.472056,53.46008,21
"GB0035R","O3",2012,"day","P50",57.043,"GB0035R","GB","United Kingdom","",-2.450799,54.684233,847
"GB0036R","O3",2012,"day","P50",56.083,"GB0036R","GB","United Kingdom","",-1.325286,51.571078,126
"GB0014R","O3",2012,"day","P50",56.333,"GB0014R","GB","United Kingdom","",-0.80855,54.334944,267
"GB0776A","O3",2012,"day","P50",38,"GB0776A","GB","United Kingdom","HULL",-0.341222,53.74878,4
"GB0037R","O3",2012,"day","P50",49.167,"GB0037R","GB","United Kingdom","",-1.752006,53.40337,420
"GB0643A","O3",2012,"day","P50",41.083,"GB0643A","GB","United Kingdom","LEAMINGTON SPA",-1.533119,52.28881,175
"GB0584A","O3",2012,"day","P50",37.833,"GB0584A","GB","United Kingdom","LEEDS",-1.546472,53.80378,78
"GB0597A","O3",2012,"day","P50",33.5,"GB0597A","GB","United Kingdom","LEICESTER",-1.133006,52.631348,65
"GB0861A","O3",2012,"day","P50",50.667,"GB0861A","GB","United Kingdom","LEOMINSTER",-2.736665,52.22174,75
"GB0881A","O3",2012,"day","P50",62.083,"GB0881A","GB","United Kingdom","",-1.185319,60.13922,85
"GB0777A","O3",2012,"day","P50",48.583,"GB0777A","GB","United Kingdom","LIVERPOOL",-2.844333,53.34633,26
"GB0566A","O3",2012,"day","P50",25.5,"GB0566A","GB","United Kingdom","LONDON",-0.125889,51.52229,20
"GB0586A","O3",2012,"day","P50",37.833,"GB0586A","GB","United Kingdom","LONDON",0.070842,51.452664,60
"GB0638A","O3",2012,"day","P50",38.333,"GB0638A","GB","United Kingdom","LONDON",-0.126439,51.58605,30
"GB0837A","O3",2012,"day","P50",32.87,"GB0837A","GB","United Kingdom","LONDON",-0.441614,51.48879,35
"GB0642A","O3",2012,"day","P50",22.083,"GB0642A","GB","United Kingdom","LONDON",-0.460861,51.49633,34
"GB0682A","O3",2012,"day","P50",12.25,"GB0682A","GB","United Kingdom","LONDON",-0.154611,51.52253,35
"GB0620A","O3",2012,"day","P50",38.75,"GB0620A","GB","United Kingdom","LONDON",-0.213431,51.52106,5
"GB0644A","O3",2012,"day","P50",38.75,"GB0644A","GB","United Kingdom","LONDON",-0.339647,51.42099,29
"GB0743A","O3",2012,"day","P50",34.833,"GB0743A","GB","United Kingdom","LONDON",-0.131931,51.49467,5
"GB0006R","O3",2012,"day","P50",51,"GB0006R","GB","United Kingdom","",-7.900328,54.43951,130
"GB0038R","O3",2012,"day","P50",48.917,"GB0038R","GB","United Kingdom","",0.18125,50.7937,125
"GB1023A","O3",2012,"day","P50",31.833,"GB1023A","GB","United Kingdom","LONDON",-0.12525,51.58413,37
"GB0613A","O3",2012,"day","P50",27.667,"GB0613A","GB","United Kingdom","MANCHESTER",-2.237881,53.48152,45
"GB0649A","O3",2012,"day","P50",44.333,"GB0649A","GB","United Kingdom","MANCHESTER",-2.24328,53.369026,68
"GB0583A","O3",2012,"day","P50",47.5,"GB0583A","GB","United Kingdom","MIDDLESBROUGH",-1.220874,54.569297,10
"GB0999A","O3",2012,"day","P50",51.5,"GB0999A","GB","United Kingdom","",-3.144889,53.162306,114
"GB0043R","O3",2012,"day","P50",62.75,"GB0043R","GB","United Kingdom","",-4.691462,51.781784,169
"GB0568A","O3",2012,"day","P50",40.917,"GB0568A","GB","United Kingdom","NEWCASTLE UPON TYNE",-1.610528,54.97825,45
"GB0738A","O3",2012,"day","P50",55.583,"GB0738A","GB","United Kingdom","NORTHAMPTON",-0.885933,52.27349,129
"GB0995A","O3",2012,"day","P50",43.417,"GB0995A","GB","United Kingdom","NORWICH",1.301976,52.614193,10
"GB0646A","O3",2012,"day","P50",31.167,"GB0646A","GB","United Kingdom","NOTTINGHAM",-1.146447,52.95473,41
"GB1019A","O3",2012,"day","P50",45.833,"GB1019A","GB","United Kingdom","",-0.879898,52.27188,128
"GB0998A","O3",2012,"day","P50",51.25,"GB0998A","GB","United Kingdom","",-3.196527,55.657472,167
"GB0687A","O3",2012,"day","P50",46.083,"GB0687A","GB","United Kingdom","PLYMOUTH",-4.142361,50.37167,18
"GB0906A","O3",2012,"day","P50",51.083,"GB0906A","GB","United Kingdom","PORT TALBOT",-3.770822,51.58395,5
"GB0733A","O3",2012,"day","P50",45.333,"GB0733A","GB","United Kingdom","PORTSMOUTH",-1.068583,50.82881,5
"GB0731A","O3",2012,"day","P50",42.583,"GB0731A","GB","United Kingdom","PRESTONPANS",-2.680353,53.76559,40
"GB0840A","O3",2012,"day","P50",38.667,"GB0840A","GB","United Kingdom","READING",-0.944067,51.45309,58
"GB0617A","O3",2012,"day","P50",47.917,"GB0617A","GB","United Kingdom","",0.634889,51.45617,14
"GB0660A","O3",2012,"day","P50",36,"GB0660A","GB","United Kingdom","SALFORD",-2.334139,53.48481,30
"GB0615A","O3",2012,"day","P50",38.167,"GB0615A","GB","United Kingdom","SHEFFIELD",-1.473306,53.37772,35
"GB0039R","O3",2012,"day","P50",51.583,"GB0039R","GB","United Kingdom","",1.463497,52.2944,46
"GB0598A","O3",2012,"day","P50",36.75,"GB0598A","GB","United Kingdom","SOUTHAMPTON",-1.395778,50.90814,7
"GB0728A","O3",2012,"day","P50",40.083,"GB0728A","GB","United Kingdom","SOUTHEND - ON - SEA",0.678408,51.544206,37
"GB0754A","O3",2012,"day","P50",51.167,"GB0754A","GB","United Kingdom","",1.049031,51.77798,8
"GB0658A","O3",2012,"day","P50",41.417,"GB0658A","GB","United Kingdom","STOKE - ON - TRENT",-2.175133,53.02821,172
"GB0015R","O3",2012,"day","P50",66.833,"GB0015R","GB","United Kingdom","",-4.776583,57.734456,266
"GB0863A","O3",2012,"day","P50",46.333,"GB0863A","GB","United Kingdom","SUNDERLAND",-1.406878,54.88361,110
"GB0645A","O3",2012,"day","P50",34.167,"GB0645A","GB","United Kingdom","THURROCK",0.317969,51.47707,8
"GB0745A","O3",2012,"day","P50",58.667,"GB0745A","GB","United Kingdom","",1.122017,52.95049,16
"GB0045R","O3",2012,"day","P50",37.167,"GB0045R","GB","United Kingdom","",0.290917,52.2985,5
"GB0864A","O3",2012,"day","P50",42.917,"GB0864A","GB","United Kingdom","WIGAN",-2.638139,53.54914,45
"GB1020A","O3",2012,"day","P50",44.833,"GB1020A","GB","United Kingdom","",-2.030523,52.60562,149
"GB0013R","O3",2012,"day","P50",57.5,"GB0013R","GB","United Kingdom","",-3.71651,50.5976,119
"GR0018A","O3",2012,"day","P50",51.667,"GR0018A","GR","Greece","THESSALONIKI",22.945288,40.633774,27
"GR0110R","O3",2012,"day","P50",54.875,"GR0110R","GR","Greece","ALIARTOS",23.110268,38.375248,110
"GR0002A","O3",2012,"day","P50",38.583,"GR0002A","GR","Greece","ATHENS",23.726843,37.978207,100
"GR0039A","O3",2012,"day","P50",85.833,"GR0039A","GR","Greece","AGIA PARASKEVI",23.819418,37.995106,290
"GR0038A","O3",2012,"day","P50",70.25,"GR0038A","GR","Greece","ELEFSINA",23.538446,38.05135,20
"GR0120A","O3",2012,"day","P50",85.375,"GR0120A","GR","Greece","KOROPI",23.879023,37.901306,140
"GR0010A","O3",2012,"day","P50",33.167,"GR0010A","GR","Greece","LARISSA",22.453337,39.6675,5
"GR0027A","O3",2012,"day","P50",71.542,"GR0027A","GR","Greece","ANO LIOSIA",23.697842,38.076814,165
"GR0035A","O3",2012,"day","P50",71.583,"GR0035A","GR","Greece","LYKOVRISI",23.776886,38.069633,210
"GR0022A","O3",2012,"day","P50",72.958,"GR0022A","GR","Greece","AMAROUSSIO",23.787357,38.030838,170
"GR0031A","O3",2012,"day","P50",68.5,"GR0031A","GR","Greece","NEA SMYRNI",23.713009,37.931995,50
"GR0045A","O3",2012,"day","P50",76.458,"GR0045A","GR","Greece","KALITHEA",22.876231,40.739842,229
"GR0119A","O3",2012,"day","P50",54.875,"GR0119A","GR","Greece","OINOFYTA",23.638914,38.306217,100
"GR0047A","O3",2012,"day","P50",99.417,"GR0047A","GR","Greece","PANORAMA",23.031681,40.588931,363
"GR0032A","O3",2012,"day","P50",20.333,"GR0032A","GR","Greece","ATHENS",23.733047,37.999458,105
"GR0008A","O3",2012,"day","P50",54.708,"GR0008A","GR","Greece","PATRA",21.73843,38.253098,16
"GR0028A","O3",2012,"day","P50",67.25,"GR0028A","GR","Greece","PERISTERI",23.688354,38.020805,80
"GR0030A","O3",2012,"day","P50",39.125,"GR0030A","GR","Greece","PIREAS",23.647511,37.943287,20
"GR0046A","O3",2012,"day","P50",48.13,"GR0046A","GR","Greece","ECHEDORO",22.802366,40.657845,14
"GR0037A","O3",2012,"day","P50",90.792,"GR0037A","GR","Greece","THRACOMAKEDONES",23.758183,38.143524,550
"GR0044A","O3",2012,"day","P50",49.833,"GR0044A","GR","Greece","THESSALONIKI",22.956703,40.633575,55
"GR0029A","O3",2012,"day","P50",50.833,"GR0029A","GR","Greece","ATHENS",23.706789,37.983627,40
"HR0005A","O3",2012,"day","P50",82.51,"HR0005A","HR","Croatia","RIJEKA",14.483511,45.320794,109
"HR0009A","O3",2012,"day","P50",51.317,"HR0009A","HR","Croatia","ZAGREB",16.006469,45.764947,119
"HU0037A","O3",2012,"day","P50",57.939,"HU0037A","HU","Hungary","AJKA",17.556665,47.105278,248
"HU0022A","O3",2012,"day","P50",52.522,"HU0022A","HU","Hungary","BUDAPEST",19.184174,47.430836,153
"HU0042A","O3",2012,"day","P50",35.083,"HU0042A","HU","Hungary","BUDAPEST",19.146122,47.541943,122
"HU0036A","O3",2012,"day","P50",54.067,"HU0036A","HU","Hungary","BUDAPEST",18.960009,47.561943,265
"HU0023A","O3",2012,"day","P50",57.854,"HU0023A","HU","Hungary","DEBRECEN",21.624445,47.513332,111
"HU0033A","O3",2012,"day","P50",38.646,"HU0033A","HU","Hungary","DUNAUJVAROS",18.936113,46.976112,215
"HU0039A","O3",2012,"day","P50",41.3,"HU0039A","HU","Hungary","ESZTERGOM",18.746122,47.790001,122
"HU0025A","O3",2012,"day","P50",48.183,"HU0025A","HU","Hungary","GYOR",17.649736,47.676113,101
"HU0002R","O3",2012,"day","P50",67.069,"HU0002R","HU","Hungary","",19.549999,46.966667,125
"HU0026A","O3",2012,"day","P50",49.876,"HU0026A","HU","Hungary","KAZINCBARCIKA",20.616404,48.247223,155
